Row ID	Order ID	Order ID - Split 1	Order Date
263	US-2014-106992	US	9/19/2014
264	US-2014-106992	US	9/19/2014
265	CA-2016-125318	CA	6/6/2016
266	CA-2015-155040	CA	11/10/2015
267	CA-2017-136826	CA	6/16/2017
268	CA-2016-111010	CA	1/22/2016
269	US-2017-145366	US	12/9/2017
270	US-2017-145366	US	12/9/2017
271	CA-2017-163979	CA	12/28/2017
272	CA-2015-155334	CA	7/30/2015
273	CA-2015-155334	CA	7/30/2015
274	CA-2015-155334	CA	7/30/2015
275	CA-2017-118136	CA	9/16/2017
276	CA-2017-118136	CA	9/16/2017
277	CA-2017-132976	CA	10/13/2017
278	CA-2017-132976	CA	10/13/2017
279	CA-2017-132976	CA	10/13/2017
280	CA-2017-132976	CA	10/13/2017
281	US-2015-161991	US	9/26/2015
282	US-2015-161991	US	9/26/2015
283	CA-2015-130890	CA	11/2/2015
284	CA-2015-130883	CA	9/26/2015
285	CA-2015-130883	CA	9/26/2015
286	CA-2015-130883	CA	9/26/2015
287	CA-2016-112697	CA	12/18/2016
288	CA-2016-112697	CA	12/18/2016
289	CA-2016-112697	CA	12/18/2016
290	CA-2016-110772	CA	11/20/2016
291	CA-2016-110772	CA	11/20/2016
292	CA-2016-110772	CA	11/20/2016
293	CA-2016-110772	CA	11/20/2016
294	CA-2014-111451	CA	12/26/2014
295	CA-2014-111451	CA	12/26/2014
296	CA-2014-111451	CA	12/26/2014
297	CA-2014-111451	CA	12/26/2014
298	CA-2014-111451	CA	12/26/2014
299	CA-2016-142545	CA	10/28/2016
300	CA-2016-142545	CA	10/28/2016
301	CA-2016-142545	CA	10/28/2016
302	CA-2016-142545	CA	10/28/2016
303	CA-2016-142545	CA	10/28/2016
304	US-2017-152380	US	11/19/2017
305	CA-2015-144253	CA	5/4/2015
306	CA-2014-130960	CA	12/30/2014
307	CA-2014-111003	CA	6/1/2014
308	CA-2014-111003	CA	6/1/2014
309	CA-2017-126774	CA	4/15/2017
310	CA-2016-142902	CA	9/12/2016
311	CA-2016-142902	CA	9/12/2016
312	CA-2016-142902	CA	9/12/2016
313	CA-2016-142902	CA	9/12/2016
314	CA-2014-120887	CA	9/27/2014
315	CA-2014-167850	CA	8/9/2014
316	CA-2014-167850	CA	8/9/2014
317	CA-2014-164259	CA	12/28/2014
318	CA-2014-164973	CA	11/4/2014
319	CA-2014-164973	CA	11/4/2014
320	CA-2014-164973	CA	11/4/2014
321	CA-2014-164973	CA	11/4/2014
322	CA-2014-164973	CA	11/4/2014
323	CA-2014-156601	CA	9/19/2014
324	CA-2016-162138	CA	4/23/2016
325	CA-2016-162138	CA	4/23/2016
326	CA-2017-153339	CA	11/3/2017
327	US-2016-141544	US	8/30/2016
328	US-2016-141544	US	8/30/2016
329	US-2016-141544	US	8/30/2016
330	US-2016-141544	US	8/30/2016
331	US-2016-141544	US	8/30/2016
332	US-2016-150147	US	4/25/2016
333	US-2016-150147	US	4/25/2016
334	US-2016-150147	US	4/25/2016
335	CA-2015-137946	CA	9/1/2015
336	CA-2015-137946	CA	9/1/2015
337	CA-2015-137946	CA	9/1/2015
338	CA-2014-129924	CA	7/12/2014
339	CA-2014-129924	CA	7/12/2014
340	CA-2015-128167	CA	6/22/2015
341	CA-2014-122336	CA	4/13/2014
342	CA-2014-122336	CA	4/13/2014
343	CA-2014-122336	CA	4/13/2014
344	CA-2014-122336	CA	4/13/2014
345	US-2015-120712	US	12/20/2015
346	CA-2017-169901	CA	6/15/2017
347	CA-2017-134306	CA	7/8/2017
348	CA-2017-134306	CA	7/8/2017
349	CA-2017-134306	CA	7/8/2017
350	CA-2016-129714	CA	9/1/2016
351	CA-2016-129714	CA	9/1/2016
352	CA-2016-129714	CA	9/1/2016
353	CA-2016-129714	CA	9/1/2016
354	CA-2016-129714	CA	9/1/2016
355	CA-2016-138520	CA	4/8/2016
356	CA-2016-138520	CA	4/8/2016
357	CA-2016-138520	CA	4/8/2016
358	CA-2016-138520	CA	4/8/2016
359	CA-2016-130001	CA	4/23/2016
360	CA-2017-155698	CA	3/8/2017
361	CA-2017-155698	CA	3/8/2017
362	CA-2017-144904	CA	9/25/2017
363	CA-2017-144904	CA	9/25/2017
364	CA-2017-144904	CA	9/25/2017
365	CA-2017-144904	CA	9/25/2017
366	CA-2014-123344	CA	9/24/2014
367	CA-2016-155516	CA	10/21/2016
368	CA-2016-155516	CA	10/21/2016
369	CA-2016-155516	CA	10/21/2016
370	CA-2016-155516	CA	10/21/2016
371	CA-2017-104745	CA	5/29/2017
372	CA-2017-104745	CA	5/29/2017
373	US-2014-119137	US	7/23/2014
374	US-2014-119137	US	7/23/2014
375	US-2014-119137	US	7/23/2014
376	US-2014-119137	US	7/23/2014
377	US-2016-134656	US	9/28/2016
378	US-2017-134481	US	8/27/2017
379	CA-2015-130792	CA	4/28/2015
380	CA-2015-130792	CA	4/28/2015
381	CA-2015-130792	CA	4/28/2015
382	CA-2016-134775	CA	10/28/2016
383	CA-2016-134775	CA	10/28/2016
384	CA-2015-125395	CA	6/26/2015
385	US-2015-168935	US	11/27/2015
386	US-2015-168935	US	11/27/2015
387	CA-2015-122756	CA	12/3/2015
388	CA-2015-122756	CA	12/3/2015
389	CA-2014-115973	CA	11/24/2014
390	CA-2017-101798	CA	12/11/2017
391	CA-2017-101798	CA	12/11/2017
392	US-2014-135972	US	9/21/2014
393	US-2014-135972	US	9/21/2014
394	US-2014-134971	US	6/7/2014
395	CA-2017-102946	CA	6/30/2017
396	CA-2017-165603	CA	10/17/2017
397	CA-2017-165603	CA	10/17/2017
398	CA-2015-122259	CA	10/31/2015
399	CA-2016-108987	CA	9/8/2016
400	CA-2016-108987	CA	9/8/2016
401	CA-2016-108987	CA	9/8/2016
402	CA-2016-108987	CA	9/8/2016
403	CA-2014-113166	CA	12/24/2014
404	CA-2014-155208	CA	4/16/2014
405	CA-2017-117933	CA	12/24/2017
406	CA-2017-117457	CA	12/8/2017
407	CA-2017-117457	CA	12/8/2017
408	CA-2017-117457	CA	12/8/2017
409	CA-2017-117457	CA	12/8/2017
410	CA-2017-117457	CA	12/8/2017
411	CA-2017-117457	CA	12/8/2017
412	CA-2017-117457	CA	12/8/2017
413	CA-2017-117457	CA	12/8/2017
414	CA-2017-117457	CA	12/8/2017
415	CA-2017-142636	CA	11/3/2017
416	CA-2017-142636	CA	11/3/2017
417	CA-2017-122105	CA	6/24/2017
418	CA-2016-148796	CA	4/14/2016
419	CA-2017-154816	CA	11/6/2017
420	CA-2017-110478	CA	3/4/2017
421	CA-2017-110478	CA	3/4/2017
422	CA-2014-142048	CA	6/22/2014
423	CA-2017-125388	CA	10/19/2017
424	CA-2017-125388	CA	10/19/2017
425	CA-2017-155705	CA	8/21/2017
426	CA-2017-149160	CA	11/23/2017
427	CA-2017-149160	CA	11/23/2017
428	CA-2014-101476	CA	9/12/2014
429	CA-2017-152275	CA	10/1/2017
430	US-2016-123750	US	4/15/2016
431	US-2016-123750	US	4/15/2016
432	US-2016-123750	US	4/15/2016
433	US-2016-123750	US	4/15/2016
434	CA-2016-127369	CA	6/6/2016
435	US-2014-150574	US	12/19/2014
436	US-2014-150574	US	12/19/2014
437	CA-2016-147375	CA	6/12/2016
438	CA-2016-147375	CA	6/12/2016
439	CA-2017-130043	CA	9/15/2017
440	CA-2017-157252	CA	1/20/2017
441	CA-2016-115756	CA	9/5/2016
442	CA-2016-115756	CA	9/5/2016
443	CA-2016-115756	CA	9/5/2016
444	CA-2016-115756	CA	9/5/2016
445	CA-2016-115756	CA	9/5/2016
446	CA-2016-115756	CA	9/5/2016
447	CA-2017-154214	CA	3/20/2017
448	CA-2016-166674	CA	4/1/2016
449	CA-2016-166674	CA	4/1/2016
450	CA-2016-166674	CA	4/1/2016
451	CA-2016-166674	CA	4/1/2016
452	CA-2016-166674	CA	4/1/2016
453	CA-2016-166674	CA	4/1/2016
454	CA-2017-147277	CA	10/20/2017
455	CA-2017-147277	CA	10/20/2017
456	CA-2016-100153	CA	12/13/2016
457	US-2014-110674	US	2/12/2014
458	US-2016-157945	US	9/26/2016
459	US-2016-157945	US	9/26/2016
460	CA-2015-109638	CA	12/15/2015
461	CA-2015-109638	CA	12/15/2015
462	CA-2015-109638	CA	12/15/2015
463	CA-2016-109869	CA	4/22/2016
464	CA-2016-109869	CA	4/22/2016
465	CA-2016-109869	CA	4/22/2016
466	CA-2016-109869	CA	4/22/2016
467	CA-2016-109869	CA	4/22/2016
468	US-2015-101399	US	1/17/2015
469	CA-2017-154907	CA	3/31/2017
470	US-2016-100419	US	12/16/2016
471	CA-2015-154144	CA	12/20/2015
472	CA-2014-144666	CA	11/9/2014
473	CA-2014-144666	CA	11/9/2014
474	CA-2014-144666	CA	11/9/2014
475	CA-2014-144666	CA	11/9/2014
476	CA-2014-144666	CA	11/9/2014
477	CA-2014-144666	CA	11/9/2014
478	CA-2016-103891	CA	7/12/2016
479	CA-2016-152632	CA	10/27/2016
480	CA-2016-100790	CA	6/26/2016
481	CA-2016-100790	CA	6/26/2016
482	CA-2014-134677	CA	10/6/2014
483	CA-2014-127691	CA	7/22/2014
484	CA-2014-127691	CA	7/22/2014
485	CA-2017-140963	CA	6/10/2017
486	CA-2017-140963	CA	6/10/2017
487	CA-2017-140963	CA	6/10/2017
488	CA-2014-154627	CA	10/29/2014
489	CA-2014-133753	CA	6/9/2014
490	CA-2014-133753	CA	6/9/2014
491	CA-2014-133753	CA	6/9/2014
492	CA-2014-113362	CA	9/14/2014
493	CA-2014-113362	CA	9/14/2014
494	CA-2016-169166	CA	5/9/2016
495	US-2016-120929	US	3/18/2016
496	CA-2015-134782	CA	12/27/2015
497	CA-2016-126158	CA	7/25/2016
498	CA-2016-126158	CA	7/25/2016
499	CA-2016-126158	CA	7/25/2016
500	CA-2016-126158	CA	7/25/2016
501	US-2016-105578	US	5/30/2016
502	US-2016-105578	US	5/30/2016
503	US-2016-105578	US	5/30/2016
504	US-2016-105578	US	5/30/2016
505	US-2016-105578	US	5/30/2016
506	CA-2017-134978	CA	11/12/2017
507	CA-2015-145352	CA	3/16/2015
508	CA-2015-145352	CA	3/16/2015
509	CA-2015-145352	CA	3/16/2015
510	CA-2015-145352	CA	3/16/2015
511	CA-2017-135307	CA	11/26/2017
512	CA-2017-135307	CA	11/26/2017
513	CA-2016-106341	CA	10/20/2016
514	CA-2017-163405	CA	12/21/2017
515	CA-2017-163405	CA	12/21/2017
516	CA-2017-127432	CA	1/22/2017
517	CA-2017-127432	CA	1/22/2017
518	CA-2017-127432	CA	1/22/2017
519	CA-2017-127432	CA	1/22/2017
520	CA-2015-157812	CA	3/22/2015
521	CA-2015-157812	CA	3/22/2015
522	CA-2015-157812	CA	3/22/2015
523	CA-2017-145142	CA	1/23/2017
524	US-2016-139486	US	5/21/2016
525	US-2016-139486	US	5/21/2016
526	CA-2015-158792	CA	12/26/2015
527	CA-2017-113558	CA	10/21/2017
528	CA-2017-113558	CA	10/21/2017
529	US-2015-138303	US	9/3/2015
530	US-2015-138303	US	9/3/2015
531	US-2015-138303	US	9/3/2015
532	CA-2015-102848	CA	11/7/2015
533	US-2017-129441	US	9/7/2017
534	CA-2016-168753	CA	5/29/2016
535	CA-2016-168753	CA	5/29/2016
536	CA-2016-126613	CA	7/10/2016
537	US-2017-122637	US	9/3/2017
538	CA-2015-147851	CA	12/3/2015
539	CA-2015-134894	CA	12/7/2015
540	CA-2015-134894	CA	12/7/2015
541	CA-2014-140795	CA	2/1/2014
542	CA-2016-136924	CA	7/14/2016
543	US-2015-120161	US	12/18/2015
544	CA-2014-103849	CA	5/11/2014
545	CA-2014-103849	CA	5/11/2014
546	CA-2014-103849	CA	5/11/2014
547	CA-2017-162929	CA	11/19/2017
548	CA-2017-162929	CA	11/19/2017
549	CA-2015-113173	CA	11/15/2015
550	CA-2015-113173	CA	11/15/2015
551	CA-2015-113173	CA	11/15/2015
552	CA-2016-136406	CA	4/15/2016
553	CA-2017-112774	CA	9/11/2017
554	CA-2017-101945	CA	11/24/2017
555	CA-2017-100650	CA	6/29/2017
556	CA-2014-155852	CA	3/3/2014
557	CA-2016-113243	CA	6/10/2016
558	CA-2016-113243	CA	6/10/2016
559	CA-2016-113243	CA	6/10/2016
560	CA-2017-118731	CA	11/20/2017
561	CA-2017-118731	CA	11/20/2017
562	CA-2014-145576	CA	9/14/2014
563	CA-2014-145576	CA	9/14/2014
564	CA-2015-130736	CA	12/7/2015
565	CA-2015-130736	CA	12/7/2015
566	CA-2017-137099	CA	12/7/2017
567	CA-2017-156951	CA	10/1/2017
568	CA-2017-156951	CA	10/1/2017
569	CA-2017-156951	CA	10/1/2017
570	CA-2017-156951	CA	10/1/2017
571	CA-2017-164826	CA	12/28/2017
572	CA-2017-164826	CA	12/28/2017
573	CA-2017-164826	CA	12/28/2017
574	CA-2017-164826	CA	12/28/2017
575	CA-2016-127250	CA	11/3/2016
576	CA-2015-149713	CA	9/18/2015
577	CA-2015-149713	CA	9/18/2015
578	CA-2015-149713	CA	9/18/2015
579	CA-2017-118640	CA	7/20/2017
580	CA-2017-118640	CA	7/20/2017
581	CA-2015-132906	CA	9/10/2015
582	CA-2017-145233	CA	12/1/2017
583	CA-2017-145233	CA	12/1/2017
584	CA-2017-145233	CA	12/1/2017
585	CA-2017-145233	CA	12/1/2017
586	CA-2017-145233	CA	12/1/2017
587	CA-2015-128139	CA	7/3/2015
588	CA-2015-128139	CA	7/3/2015
589	US-2016-156986	US	3/20/2016
590	US-2016-156986	US	3/20/2016
591	US-2016-156986	US	3/20/2016
592	US-2016-156986	US	3/20/2016
593	CA-2014-135405	CA	1/9/2014
594	CA-2014-135405	CA	1/9/2014
595	CA-2014-131450	CA	8/8/2014
596	CA-2014-131450	CA	8/8/2014
597	CA-2014-131450	CA	8/8/2014
598	CA-2014-131450	CA	8/8/2014
599	CA-2016-120180	CA	7/14/2016
600	US-2016-100720	US	7/16/2016
601	US-2016-100720	US	7/16/2016
602	US-2016-100720	US	7/16/2016
603	CA-2014-149958	CA	3/15/2014
604	CA-2014-149958	CA	3/15/2014
605	CA-2014-149958	CA	3/15/2014
606	CA-2014-149958	CA	3/15/2014
607	CA-2014-149958	CA	3/15/2014
608	US-2014-105767	US	5/23/2014
609	US-2014-105767	US	5/23/2014
610	US-2014-105767	US	5/23/2014
611	CA-2016-161816	CA	4/28/2016
612	CA-2016-161816	CA	4/28/2016
613	CA-2016-121223	CA	9/11/2016
614	CA-2016-121223	CA	9/11/2016
615	CA-2017-138611	CA	11/14/2017
616	CA-2017-138611	CA	11/14/2017
617	CA-2017-117947	CA	8/18/2017
618	CA-2017-117947	CA	8/18/2017
619	CA-2017-117947	CA	8/18/2017
620	CA-2017-117947	CA	8/18/2017
621	CA-2017-117947	CA	8/18/2017
622	US-2014-111171	US	12/26/2014
623	CA-2015-138009	CA	11/29/2015
624	CA-2015-138009	CA	11/29/2015
625	CA-2015-138009	CA	11/29/2015
626	CA-2015-138009	CA	11/29/2015
627	CA-2017-163020	CA	9/15/2017
628	CA-2017-153787	CA	5/19/2017
629	CA-2017-133431	CA	12/17/2017
630	CA-2017-133431	CA	12/17/2017
631	US-2016-135720	US	12/11/2016
632	US-2016-135720	US	12/11/2016
633	US-2016-135720	US	12/11/2016
634	CA-2017-144694	CA	9/24/2017
635	CA-2017-144694	CA	9/24/2017
636	CA-2015-168004	CA	10/4/2015
637	US-2016-123470	US	8/15/2016
638	US-2016-123470	US	8/15/2016
639	CA-2016-115917	CA	5/20/2016
640	CA-2016-115917	CA	5/20/2016
641	CA-2016-147067	CA	12/18/2016
642	CA-2017-167913	CA	7/30/2017
643	CA-2017-167913	CA	7/30/2017
644	CA-2017-106103	CA	6/10/2017
645	US-2017-127719	US	7/21/2017
646	CA-2017-126221	CA	12/30/2017
647	CA-2016-103947	CA	4/1/2016
648	CA-2016-103947	CA	4/1/2016
649	CA-2016-160745	CA	12/11/2016
650	CA-2016-160745	CA	12/11/2016
651	CA-2016-160745	CA	12/11/2016
652	CA-2016-132661	CA	10/23/2016
653	CA-2017-140844	CA	6/19/2017
654	CA-2017-140844	CA	6/19/2017
655	CA-2016-137239	CA	8/22/2016
656	CA-2016-137239	CA	8/22/2016
657	CA-2016-137239	CA	8/22/2016
658	US-2016-156097	US	9/19/2016
659	US-2016-156097	US	9/19/2016
660	CA-2015-146563	CA	8/24/2015
661	CA-2015-146563	CA	8/24/2015
662	CA-2015-146563	CA	8/24/2015
663	CA-2015-146563	CA	8/24/2015
664	CA-2016-123666	CA	3/26/2016
665	CA-2016-143308	CA	11/4/2016
666	CA-2017-132682	CA	6/8/2017
667	CA-2017-132682	CA	6/8/2017
668	CA-2017-132682	CA	6/8/2017
669	CA-2014-156314	CA	12/24/2014
670	US-2017-106663	US	6/9/2017
671	US-2017-106663	US	6/9/2017
672	US-2017-106663	US	6/9/2017
673	CA-2017-111178	CA	6/15/2017
674	CA-2017-130351	CA	12/5/2017
675	CA-2017-130351	CA	12/5/2017
676	CA-2017-130351	CA	12/5/2017
